Id	Pos	Neg	Sentiment
00025238	0	0.125	acidic
00025470	0	0.375	acid
00025633	0	0.5	acid-forming
00025728	0	0	alkaline
00026051	0.125	0.375	alkalescent
00026168	0.25	0	basic
00026294	0.125	0.125	base-forming
00026388	0.25	0.125	saltlike
00026515	0.5	0	amphoteric
00026706	0	0.25	acid-loving
00026895	0	0	aciduric
00027074	0	0.25	alkaline-loving
00027247	0.125	0	acknowledged
00027599	0.5	0	recognized
00027833	0	0.125	self-confessed
00028008	0.25	0	assumptive
00028181	0.375	0	declarable
00028280	0	0	granted
00028471	0.125	0	putative
00028672	0	0.625	unacknowledged
00028867	0	0.375	unvalued
00028984	0.25	0	unavowed
00029108	0	0.375	unconfessed
00029216	0	0.5	unrecognized
00029343	0	0	acquisitive
00029769	0.375	0	accumulative
00029933	0	0	prehensile
00030508	0	0	possessive
00030701	0	0	plundering
00030798	0	0	predatory
00031138	0.25	0.5	voracious
00031384	0	0.5	sordid
00031533	0	0.5	unacquisitive
00031674	0	0	acropetal
00031824	0	0	basipetal
00031974	0.5	0.125	active
00032358	0	0	astir
00032497	0.375	0	gymnastic
00032733	0	0	spry
00033077	0.5	0	hot
00033206	0.25	0	overactive
00033359	0.125	0	on_the_go
00033475	0.25	0	sporty
00033574	0.375	0.5	inactive
00033886	0.125	0	deskbound
00034032	0.25	0.375	dormant
00034232	0	0.625	underactive
00034322	0.25	0.125	torpid
00034572	0.125	0	sedentary
00034710	0	0	active
00034924	0	0.125	activated
00035074	0	0.375	inactive
00035254	0	0.625	off
00035368	0	0.625	retired
00035465	0	0	active
00035779	0.25	0.125	brisk
00035868	0.5	0	bustling
00035978	0.375	0.25	busy
00036163	0	0.5	going
00036254	0	0	open
00036346	0.125	0.375	springy
00036481	0.25	0	inactive
00036763	0	0	dark
00036879	0.25	0	dead
00036998	0	0.5	sluggish
00037188	0.125	0.625	unused
00037341	0	0	strikebound
00037457	0.375	0.5	active
00037653	0	0.25	progressive
00037757	0	0.375	inactive
00037985	0.125	0.125	dead-end
00038119	0	0	flat
00038260	0	0	indolent
00038462	0.125	0.25	latent
00038623	0	0.625	quiescent
00038750	0.125	0	active
00039122	0	0	activistic
00039259	0	0	hands-on
00039394	0	0	proactive
00039592	0.375	0.25	passive
00039929	0	0.625	hands-off
00040058	0	0.75	unresisting
00040325	0	0.5	active
00040534	0.125	0.5	eruptive
00040685	0	0	inactive
00040909	0	0.25	quiescent
00041051	0	0	extinct
00041202	0.25	0.625	dead
00041361	0	0.5	active
00041488	0.5	0	live
00041618	0	0	dynamic
00041841	0	0	stative
00042037	0	0	active
00042228	0	0	passive
00042457	0.25	0	active
00042692	0.125	0	activated
00042837	0	0.5	counteractive
00042982	0	0	surface-active
00043125	0	0.625	inactive
00043231	0.125	0.625	quiescent
00043411	0.375	0	active
00043615	0	0.5	quiet
00043765	0.125	0.5	existent
00044132	0.5	0	effective
00044353	0	0.25	potential
00044608	0	0.625	latent
00044760	0	0.5	acute
00044987	0	0	subacute
00045123	0	0.375	chronic
00045356	0	0.375	degenerative
00045561	0.5	0	virulent
00045735	0.125	0.375	highly_infective
00045888	0.125	0.25	deadly
00046014	0	0.875	avirulent
00046109	0.25	0	adaptive
00046339	0.625	0.125	reconciling
00046471	0	0	adaptational
00046558	0.625	0.125	adjustive
00046673	0.5	0.375	maladaptive
00046792	0	0	nonadaptive
00046955	0.375	0.25	maladjustive
00047029	0	0	addicted
00047243	0	0	alcoholic
00047406	0	0	strung-out
00047566	0	0.125	unaddicted
00047653	0.5	0	clean
00047786	0	0.625	habit-forming
00047954	0.25	0.5	nonaddictive
00048129	0	0.375	additive
00048460	0	0	cumulative
00048706	0.5	0	addible
00048858	0	0	extra
00049016	0.125	0.125	completing
00049266	0	0	incremental
00049469	0	0	intercalary
00049683	0	0	summative
00049879	0	0	supplementary
00050083	0.25	0	subtractive
00050260	0.625	0	ablative
00050446	0	0.625	reductive
00050641	0.125	0	addressed
00050799	0	0	self-addressed
00050947	0	0.125	unaddressed
00051045	0	0	equal
00051373	0.375	0.25	up_to
00051571	0.25	0	competent
00051696	0	0.5	unequal
00052012	0	0.625	wanting
00052246	0	0.25	unequal_to
00052431	0	0.75	understaffed
00052672	0.25	0.5	adhesive
00053032	0	0	adherent
00053154	0	0	agglutinative
00053248	0.25	0	bondable
00053384	0	0	tenacious
00053564	0	0.5	cohesive
00053691	0	0	viscous
00054109	0	0	icky
00054201	0	0	gum-like
00054278	0	0.25	gummy
00054364	0	0	tarry
00054541	0	0.5	self-sealing
00054667	0	0.5	stick-on
00054804	0	0	sticky
00054908	0	0.75	nonadhesive
00055041	0	0.625	nonviscid
00055142	0	0.5	nonresiny
00055256	0	0.75	ungummed
00055340	0	0	procedural
00055539	0.125	0	substantive
00055765	0.75	0	adoptable
00055906	0	0	unadoptable
00056002	0.375	0	decorated
00056660	0	0.375	spangly
00056849	0	0.5	bedaubed
00056943	0	0.25	spectacled
00057149	0	0	raised
00057390	0	0.125	buttony
00057490	0	0	carbuncled
00057566	0	0	cloisonne
00057737	0	0	tinselly
00057881	0	0.25	plumed
00057992	0	0	tufted
00058280	0	0	crested
00058379	0	0	crocketed
00058554	0	0.125	plumy
00058696	0	0.125	ruffled
00058822	0	0.125	fringed
00058929	0.125	0	gilt-edged
00059028	0	0.125	inflamed
00059131	0	0.125	inlaid
00059201	0	0	inwrought
00059326	0	0	tessellated
00059491	0	0.25	mounted
00059669	0	0.125	wainscoted
00059782	0	0.375	studded
00059965	0	0.125	tapestried
00060053	0	0.125	tasselled
00060151	0	0.125	tricked-out
00060294	0	0.125	tufted
00060397	0.25	0.625	undecorated
00060605	0.125	0.25	unornamented
00060875	0.375	0.375	untufted
00060969	0	0	cholinergic
00061088	0	0	anticholinergic
00061262	0.25	0	adroit
00061664	0.625	0	neat
00061885	0.625	0	ingenious
00062152	0	0	coordinated
00062367	0.25	0.25	dextrous
00062626	0.25	0	handy
00062740	0	0	nimble-fingered
00063087	0.5	0	quick-witted
00063277	0.25	0.375	maladroit
00063563	0.125	0.75	left-handed
00063953	0.5	0.125	tactless
00064176	0.125	0.375	uncoordinated
00064365	0	0.25	unmechanical
00064479	0.625	0	advantageous
00064787	0.625	0	good
00065064	0.75	0	positive
00065184	0.125	0.25	preferential
00065488	0.75	0.25	disadvantageous
00065667	0	0.875	negative
00065791	0.625	0.25	adventurous
00066146	0.375	0.125	venturous
00066565	0.25	0.25	sporting
00066703	0.375	0.25	swashbuckling
00066800	0.25	0.375	unadventurous
00066933	0	0	safe
00067038	0.625	0	advisable
00067379	0.75	0	better
00067638	0.625	0	well
00067767	0.125	0.625	unadvisable
00067966	0.5	0	well-advised
00068180	0	0	considered
00068278	0	0.125	unadvised
00068566	0	0	aerophilous
00068738	0	0	aerobiotic
00068883	0	0	oxidative
00069060	0	0.375	anaerobiotic
00069217	0.5	0	aerobic
00069427	0	0.25	anaerobic
00069531	0.625	0	esthetical
00069948	0.625	0	artistic
00070111	0	0	enhancive
00070288	0.25	0	painterly
00070427	0.375	0.125	sensuous
00070583	0.5	0.5	unaesthetic
00070839	0.125	0.5	unartistic
00070939	0.375	0	affected
00071142	0.5	0.5	impressed
00071242	0	0.375	struck
00071427	0.125	0	stage-struck
00071559	0	0.625	subject
00071739	0.125	0.5	taken
00071897	0	0.5	wonder-struck
00071992	0.125	0.125	unaffected
00072281	0	0.625	immune
00072436	0.125	0	superior
00072673	0	0.625	unimpressed
00072790	0.25	0.625	untouched
00073048	0	0	unnatural
00073358	0	0	strained
00073465	0	0.25	stilted
00073761	0.125	0.625	strained
00073935	0	0.25	elocutionary
00074094	0	0.375	mannered
00074216	0.25	0.125	plummy
00074346	0.75	0.125	unaffected
00074594	0.25	0	natural
00074741	0	0.375	unmannered
00074867	0.125	0.125	unselfconscious
00075019	0	0	unstilted
00075135	0.5	0	affirmatory
00075389	0.25	0	assentient
00075515	0	0.75	negative
00075737	0	0.625	dissident
00075952	0.375	0.25	acceptive
00076127	0.375	0.125	accepting
00076341	0.125	0.5	rejective
00076580	0.125	0.875	dismissive
00076739	0	0	repudiative
00076921	0	0	afloat
00077059	0	0	adrift
00077196	0	0	floating
00077354	0	0	waterborne
00077449	0	0	aground
00077645	0	0.5	afraid
00078329	0	0.75	acrophobic
00078463	0	0.125	afeared
00078576	0.25	0	shocked
00078705	0	0.75	agoraphobic
00078851	0	0.625	alarmed
00078942	0	0.875	algophobic
00079069	0.125	0.625	apprehensive
00079262	0.125	0.25	hangdog
00079356	0	0.75	claustrophobic
00079485	0.125	0.375	fearful
00079629	0	0.125	scared
00079786	0	0.25	horror-struck
00079896	0.625	0.125	hunted
00080098	0	0.75	hydrophobic
00080213	0	0.75	mysophobic
00080357	0	0	terrified
00080698	0	0.75	numb
00080861	0	0.375	shitless
00080981	0	0.5	terror-struck
00081087	0	0.625	triskaidekaphobic
00081234	0	0.625	unnerved
00081417	0.125	0	white-lipped
00081513	0	0.75	xenophobic
00081671	0.25	0.125	unafraid
00081930	0	0.625	unapprehensive
00082034	0.25	0.375	unshrinking
00082160	0.625	0.25	unfrightened
00082241	0.5	0	aggressive
00082766	0.5	0	combative
00083003	0.5	0.125	militant
00083296	0.125	0.125	high-pressure
00083478	0	0	hostile
00083749	0.25	0	in-your-face
00083876	0.125	0.25	obstreperous
00084022	0	0	vulturous
00084353	0.25	0	rough
00084661	0.375	0.125	scrappy
00084795	0.25	0.5	truculent
00084956	0	0.625	unaggressive
00085139	0.125	0.375	low-pressure
00085264	0	0.5	agitated
00085630	0.25	0.5	worked_up
00085870	0	0.125	overwrought
00086005	0	0.5	shaken
00086210	0.375	0.375	hectic
00086341	0.25	0.5	phrenetic
00086606	0.125	0.625	hysterical
00086801	0	0.5	psychedelic
00087022	0	0	wild-eyed
00087152	0.125	0.625	unagitated
00087354	0	0.125	agitated
00087597	0	0	turbulent
00087837	0.25	0	churning
00088055	0	0	jolted
00088157	0	0	ruffled
00088328	0.25	0.25	seething
00088545	0	0	stirred
00088658	0	0.75	unagitated
00088792	0	0.25	nonturbulent
00088899	0.5	0.25	unstirred
00089051	0.5	0	agreeable
00089355	0.125	0.875	disagreeable
00089550	0	0.5	vexing
00090219	0.333	0.667	harsh
00090408	0	0.625	trying
00090628	0	0.625	unsweet
00090718	0	0	air-to-surface
00090917	0	0	air-to-air
00091121	0	0	surface-to-air
00091311	0.5	0	watchful
00091764	0.375	0	wakeful
00092136	0.125	0.625	fly
00092275	0.5	0	wide-awake
00092391	0.125	0.375	sleepless
00092551	0.25	0.5	unwatchful
00092691	0	0	algorithmic
00092848	0	0	recursive
00092933	0	0	heuristic
00093108	0	0	trial-and-error
00093275	0	0	alienable
00093433	0	0	appropriable
00093556	0.125	0	transferrable
00093810	0.125	0.375	unalienable
00094069	0.125	0.625	inviolable
00094239	0.5	0	non-negotiable
00094324	0.125	0.5	untransferable
00094448	0.125	0	live
00094799	0.375	0.125	liveborn
00094941	0.5	0	viable
00095094	0	0	vital
00095280	0	0.75	dead
00095873	0	0.5	gone
00096072	0	0	assassinated
00096239	0	0.5	exsanguinous
00096414	0	0	brain_dead
00096595	0	0.75	pulseless
00096815	0	0.375	cold
00096913	0	0	d.o.a.
00097022	0	0.375	deathly
00097147	0	0	defunct
00097305	0	0.375	doomed
00097452	0	0	executed
00097577	0	0.25	fallen
00097674	0.125	0	late
00097768	0	0.5	lifeless
00097906	0	0	murdered
00098043	0	0.625	nonviable
00098147	0	0	slain
00098307	0.25	0.5	stillborn
00098450	0	0.375	stone-dead
00098529	0	0	apocrine
00098736	0.25	0	eccrine
00098933	0	0	artesian
00099097	0	0.125	subartesian
00099290	0.5	0	live
00099590	0	0	in_play
00099704	0	0.125	living
00099874	0	0.625	dead
00100213	0	0.125	out
00100373	0	0.75	lifeless
00100506	0	0	out_of_play
00100634	0	0	alphabetical
00100881	0	0	abecedarian
00100989	0	0	alphabetized
00101152	0	0.125	analphabetic
00101331	0	0	altricial
00101452	0.25	0	precocial
00101609	0.875	0	selfless
00101800	0.375	0	self-centred
00102079	0.5	0	self-involved
00102201	0.125	0	ambiguous
00102578	0.5	0	double-barrelled
00102786	0	0	double-edged
00102930	0.25	0.125	oracular
00103196	0.375	0.375	left-handed
00103302	0.375	0	multivalent
00103447	0	0	polysemous
00103567	0.375	0.375	uncertain
00103696	0.375	0	unambiguous
00103953	0.125	0	monosemous
00104051	0.5	0.125	ambitious
00104318	0.625	0	pushy
00104533	0.5	0	wishful
00104699	0.375	0	driven
00104825	0.25	0	would-be
00104942	0.375	0.25	overambitious
00105023	0.5	0	unambitious
00105197	0.25	0.5	shiftless
00105388	0	0.25	ametropic
00105566	0	0	emmetropic
00105746	0	0	ample
00106020	0	0	good
00106182	0.25	0	generous
00106277	0	0	wide-cut
00106456	0	0.625	stingy
00106821	0	0.5	spare
00107017	0.125	0.625	exiguous
00107128	0	0.5	hand-to-mouth
00107250	0	0.375	hardscrabble
00107384	0	0	paltry
00107648	0.5	0	anabolic
00107868	0	0	energy-storing
00107984	0	0.75	katabolic
00108145	0	0	energy-releasing
00108263	0	0	anaclinal
00108434	0	0	cataclinal
00108595	0	0.25	stigmatic
00108698	0	0	astigmatic
00109016	0	0	anticlinal
00109133	0	0	synclinal
00109261	0	0	anadromous
00109382	0	0	catadromous
00109504	0	0	diadromous
00109633	0	0	anabatic
00109782	0	0	katabatic
00109966	0	0	anal_retentive
00110252	0	0	oral
00110497	0	0	linear
00110701	0	0	digital
00110853	0.125	0	analytical
00111129	0	0	synthetical
00111415	0.125	0	uninflected
00111604	0	0	isolating
00111856	0	0	synthetic
00112018	0	0	polysynthetic
00112231	0	0	analytical
00112628	0	0	synthetical
00113015	0.125	0.125	inflectional
00113245	0	0.25	derivational
00113476	0	0	apocarpous
00113663	0	0	syncarpous
00113818	0.375	0.375	angry
00114266	0	0.5	provoked
00114454	0.25	0.25	maddened
00114797	0.125	0.5	black
00114921	0.125	0.625	irascible
00115094	0.125	0.125	hot_under_the_collar
00115193	0.125	0	sore
00115494	0	0.75	umbrageous
00115777	0.125	0.5	ireful
00115906	0.125	0	livid
00116058	0.5	0.25	smouldering
00116245	0	0.25	wrothful
00116463	0	0.125	unangry
00116529	0	0.875	resentful
00116744	0.5	0.25	bitter
00116940	0.375	0.25	rancorous
00117106	0	0.5	unresentful
00117235	0	0.75	unbitter
00117385	0.25	0.5	sentient
00117654	0.125	0.25	sensate
00117754	0.125	0.5	insentient
00117961	0.25	0.5	unfeeling
00118066	0	0	animate
00118238	0	0.75	nonliving
00118451	0	0	nonconscious
00118567	0.375	0	animated
00118844	0.375	0	spirited
00119006	0.375	0.25	vital
00119279	0.5	0.125	revived
00119409	0.375	0.5	unanimated
00119533	0.25	0	lifeless
00119750	0.25	0.5	wan
00119875	0.5	0	enlivened
00119993	0.875	0	perked_up
00120132	0	0.625	unenlivened
00120252	0	0	animate
00120411	0	0	inanimate
00120574	0	0.5	anonymous
00120784	0	0	unnamed
00121034	0	0	onymous
00121183	0	0	binominal
00121376	0	0	pseudonymous
00121552	0	0	antemortem
00121649	0	0.125	postmortem
00121865	0	0	antecedent
00122128	0	0	prior
00122245	0.375	0.125	prevenient
00122386	0	0.375	preexisting
00122626	0	0	subsequent
00122844	0	0	sequent
00123485	0	0	ulterior
00123653	0	0	antrorse
00123804	0	0	retrorse
00123961	0	0.125	decurved
00124077	0	0	aquatic
00124353	0	0	marine
00124493	0	0	subaquatic
00124685	0	0	underwater
00124918	0	0	terrestrial
00125068	0	0	onshore
00125170	0	0	overland
00125319	0	0	amphibious
00125553	0	0	semiaquatic
00125711	0	0.125	preceding
00125993	0	0.125	above
00126116	0	0.125	above-named
00126235	0	0	foregoing
00126339	0	0	prefatory
00126497	0	0	precedent
00126702	0	0	premedical
00126830	0	0	propaedeutic
00127137	0	0	previous
00127296	0	0	succeeding
00127543	0	0.375	consecutive
00127661	0	0	ensuing
00127815	0	0	undermentioned
00127948	0	0	next
00128137	0	0	in_line
00128262	0	0	postmortem
00128467	0.375	0	precedented
00128572	0	0	unprecedented
00128733	0	0.625	unexampled
00128882	0	0	prehensile
00129029	0	0.125	nonprehensile
00129103	0	0.125	prenatal
00129276	0	0	perinatal
00129467	0	0.125	postpartum
00129612	0	0	preprandial
00129729	0	0	postprandial
00129878	0	0	prewar
00130017	0	0	postwar
00130151	0	0.125	retrograde
00130281	0	0.125	anterograde
00130412	0	0	antemeridian
00130518	0	0	ante_meridiem
00130596	0	0	postmeridian
00130701	0	0	post_meridiem
00130778	0	0	anterior
00131018	0	0	frontal
00131176	0	0	frontal
00131297	0	0	prefrontal
00131426	0	0	posterior
00131692	0	0	hinder
00131863	0	0	caudal
00132040	0	0	retral
00132127	0	0	dorsal
00132385	0	0	ventral
00132754	0	0	dorsoventral
00132849	0.5	0	appealable
00133065	0	0.5	unappealable
00133259	0	0	appendaged
00133335	0	0.625	unappendaged
00133417	0.5	0.25	appetizing
00133669	0.625	0.25	savoury
00133851	0	0.75	unappetizing
00134060	0	0	approachable
00134251	0.125	0.125	accessible
00134401	0	0.375	unapproachable
00134562	0.125	0.625	standoffish
00134701	0	0	appropriate
00135092	0	0	befitting
00135193	0	0	grade-appropriate
00135342	0.5	0	pat
00135455	0	0	right
00135718	0.125	0.75	inappropriate
00136081	0	0.625	unbefitting
00136185	0	0.875	wrong
00136354	0	0	due
00136589	0	0	callable
00136727	0	0	collect
00136884	0.125	0.125	payable
00137120	0	0.25	overdue
00137277	0	0	receivable
00137373	0	0	out-of-pocket
00137501	0	0	repayable
00137641	0.125	0.25	undue
00137725	0.75	0	due
00137943	0	0.625	undue
00138169	0.5	0.125	apropos
00138314	0.375	0.25	pertinent
00138622	0.25	0.75	malapropos
00138782	0.125	0.875	out_of_place
00138912	0.25	0	a_priori
00139126	0.125	0	a_posteriori
00139344	0	0.5	apteral
00139492	0.375	0	porticoed
00139702	0.375	0	pseudoprostyle
00139870	0	0	peripteral
00139990	0	0	monopteral
00140075	0	0	pseudoperipteral
00140233	0	0	arbitrable
00140437	0	0.625	nonarbitrable
00140542	0.125	0	columned
00140880	0	0	amphistylar
00140989	0.375	0.25	columnar
00141111	0	0	columnlike
00141316	0.125	0	colonnaded
00141429	0.125	0	pillared
00141522	0	0.5	uncolumned
00141647	0	0.25	astylar
00141746	0.125	0.25	unpillared
00141818	0	0	tree-living
00141947	0	0.625	nonarboreal
00142040	0	0.125	sandy
00142270	0	0.125	clayey
00142407	0.25	0.125	armed
00142622	0	0	weaponed
00142704	0	0	light-armed
00142825	0	0	militarized
00142917	0	0.5	unarmed
00143201	0.125	0	barehanded
00143294	0.125	0	clean
00143376	0	0.125	defenseless
00143516	0	0	weaponless
00143589	0	0.125	armoured
00143854	0	0.375	steel-plated
00144020	0	0.5	bony-plated
00144102	0.375	0.25	bulletproof
00144244	0	0	lightly_armoured
00144408	0	0	mail-cheeked
00144510	0	0.125	mailed
00144598	0	0	scaled
00144728	0	0	unarmoured
00144877	0	0.125	armed
00145083	0	0.375	thorny
00145628	0.25	0.25	bristlelike
00145706	0	0.125	brushlike
00145805	0.25	0.25	thistlelike
00145883	0	0.25	taloned
00145995	0	0.625	unarmed
00146128	0.125	0.375	thornless
00146210	0	0	armed
00146430	0	0.125	armlike
00146501	0	0	brachiate
00146609	0	0	long-armed
00146693	0	0	one-armed
00146786	0	0	armless
00146883	0	0.125	armoured
00147052	0	0.125	bone-covered
00147160	0	0	scaly
00147397	0	0	silver-scaled
00147528	0	0.125	unarmoured
00147659	0	0.625	scaleless
00147734	0.625	0	artful
00148078	0.625	0.125	wily
00148642	0.625	0	precious
00148852	0.125	0	scheming
00149120	0.625	0	deep
00149262	0.625	0	elusive
00149461	0.25	0	manipulative
00149686	0.125	0.25	pawky
00149861	0.25	0.625	artless
00150055	0.25	0.375	careless
00150202	0.125	0.5	articulate
00150505	0.375	0.125	smooth-spoken
00150835	0.5	0	speech-endowed
00150936	0	0	well-spoken
00151105	0	0.625	unarticulate
00151530	0	0.75	aphasic
00151661	0	0.75	voiceless
00151855	0	0	silent
00152004	0	0	dumb
00152104	0.125	0.5	tongue-tied
00152285	0.25	0.5	wordless
00152629	0	0.625	speechless
00152784	0	0.5	unarticulated
00152896	0.5	0	speaking
00153083	0	0.25	tongued
00153239	0	0.5	walk-on
00153410	0	0.625	articulated
00153545	0	0	jointed
00153652	0	0.625	unarticulated
00153789	0	0.5	unjointed
00153898	0	0.75	ashamed
00154163	0	0.5	shamed
00154270	0	0.5	mortified
00154583	0.5	0.25	shamefaced
00154837	0.5	0.25	sheepish
00154965	0.25	0.25	unashamed
00155144	0.75	0.125	insolent
00155720	0.125	0.625	unblushing
00155886	0	0.375	unembarrassed
00156101	0.625	0.25	self-assertive
00156440	0.5	0.25	cocky
00156575	0.25	0	forceful
00156839	0.625	0	unassertive
00157080	0.25	0.375	nonassertive
00157268	0.125	0.25	self-effacing
00157389	0	0.625	associatory
00157659	0.625	0	associable
00157849	0	0.125	nonassociative
00157925	0.125	0.125	committed
00158110	0.25	0	betrothed
00158238	0	0	intended
00158332	0	0	involved
00158407	0	0.75	uncommitted
00158546	0	0.625	unpromised
00158701	0.125	0	affixed
00158864	0	0	appendant
00158961	0	0	basifixed
00159106	0	0	pasted
00159267	0	0	mounted
00159381	0	0.25	unaffixed
00159498	0	0.125	stalkless
00159735	0	0.125	stalked
00159975	0	0.625	sessile
00160144	0	0	vagile
00160288	0	0.125	unattached
00160425	0	0	attached
00160573	0	0	detached
00160768	0	0.5	separate
00160957	0	0	semidetached
00161065	0	0	stuck
00161170	0	0	cragfast
00161276	0.5	0.25	unstuck
00161431	0.5	0	attachable
00161684	0.5	0	bondable
00161878	0.125	0	clip-on
00161993	0	0	tie-on
00162083	0.25	0	detachable
00162248	0.625	0	clastic
00162386	0.625	0	wary
00162661	0.375	0	upon_one's_guard
00162863	0.375	0.125	shy
00162990	0.125	0.625	unwary
00163315	0.5	0.125	gullible
00163480	0	0.25	unguarded
00163592	0.25	0	attentive
00163948	0.25	0.125	wrapped
00164308	0.5	0	heedful
00164462	0.5	0	observant
00164598	0.125	0.625	oversolicitous
00164681	0.375	0.125	solicitous
00164863	0.25	0.375	inattentive
00165171	0.375	0.125	scatty
00165458	0	0.25	distrait
00165585	0.25	0.25	woolgathering
00165766	0.25	0.375	yawning
00165943	0.375	0	oblivious
00166146	0.875	0	attractive
00166753	0.5	0	fascinating
00167077	0.5	0	magnetic
00167278	0.5	0	cute
00167520	0.5	0	dinky
00167671	0.875	0	piquant
00167829	0.625	0	winning
00168039	0	0.375	showy
00168188	0.375	0	spellbinding
00168551	0.625	0.125	irresistible
00168694	0.625	0	personable
00168820	0.5	0	photogenic
00168910	0.5	0	prepossessing
00169056	0.625	0	winsome
00169164	0.5	0.25	unattractive
00169432	0.375	0.25	plain
00169692	0.125	0.25	subfusc
00169826	0	0.125	unpresentable
00169955	0	0	attractive
00170156	0.5	0	repulsive
00170358	0.25	0	appealing
00170717	0.25	0	catchy
00170847	0.375	0	attractive
00171044	0.125	0.625	unappealing
00171292	0.25	0.5	off-putting
00171447	0.375	0	unattractive
00171590	0.625	0	attributable
00171872	0	0.25	referable
00172172	0	0	credited
00172308	0	0	traceable
00172452	0.125	0.25	unattributable
00172562	0	0	prenominal
00172774	0	0	attributive_genitive
00172993	0	0	predicative
00173220	0	0	pregnant
00173391	0	0	with_child
00173694	0	0.125	nonpregnant
00173764	0.375	0	hearable
00174056	0	0	clunky
00174150	0	0	sonic
00174243	0	0	sounding
00174379	0.125	0.5	unhearable
00174719	0.125	0	voiceless
00174879	0.375	0	infrasonic
00174983	0	0	silent
00175123	0	0.625	unsounded
00175300	0.375	0	ultrasonic
00175435	0.25	0	unheard
00175528	0	0	transonic
00175719	0	0	subsonic
00175887	0	0	supersonic
00176150	0.625	0	auspicious
00176387	0	0.375	promising
00176676	0.75	0	rosy
00176838	0.111	0.889	unfortunate
00176991	0.125	0.5	unpromising
00177186	0.5	0	propitious
00177547	0.75	0	prosperous
00177834	0.375	0	gracious
00177963	0	0.625	unpropitious
00178126	0.25	0.75	ominous
00178464	0.125	0.875	thunderous
00178575	0	0.375	authorized
00178811	0	0	licensed
00179035	0	0	sanctioned
00179190	0.125	0.125	glorified
00179315	0	0	sceptred
00179486	0	0.875	unauthorized
00179676	0	0	self-appointed
00179815	0	0.25	unlicensed
